Mob Name,Mods,,,,,,,,,,,,,,,,
/Lotus/Language/Game/Grineerevisceratorlancerforest (Forest/EvisceratorLancer),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Toque Eléctrico (/Lotus/Upgrades/Mods/Melee/WeaponElectricityDamageMod),Fuerza Tambaleante (/Lotus/Upgrades/Mods/Melee/WeaponStunChanceMod),Gambito De Pistola (/Lotus/Upgrades/Mods/Pistol/WeaponCritChanceMod),/Lotus/Language/Items/Impactdamageshotgunmod (/Lotus/Upgrades/Mods/Shotgun/WeaponImpactDamageMod),/Lotus/Language/Items/Shotgunproctimemod (/Lotus/Upgrades/Mods/Shotgun/WeaponProcTimeMod),/Lotus/Language/Items/Machetestancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/MacheteCmbOneMeleeTree),,,,,,,,,,
/Lotus/Language/Game/Grineerheavygunnerforest (Forest/HeavyFemaleGrineerDesert),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),/Lotus/Language/Items/Impactdamagemeleemod (/Lotus/Upgrades/Mods/Melee/WeaponImpactDamageMod),Punto De Presión (/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Carga Incendiaria (/Lotus/Upgrades/Mods/Pistol/WeaponFireDamageMod),Aerodinamizar (/Lotus/Upgrades/Mods/Warframe/AvatarAbilityEfficiencyMod),Piel De Diamante (/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceLaser),Vitalidad (/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),/Lotus/Language/Items/Ironphoenix (/Lotus/Weapons/Tenno/Melee/MeleeTrees/IronPhoenixMeleeTree),,,,,,,,,
/Lotus/Language/Game/Grineerjetpackcarriername (AIWeek/JetpackMarineCarrier),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Furia (/Lotus/Upgrades/Mods/Melee/WeaponFireRateMod),Alcance (/Lotus/Upgrades/Mods/Melee/WeaponMeleeRangeIncMod),Sin Retorno (/Lotus/Upgrades/Mods/Pistol/WeaponArmorPiercingDamageMod),Munición De Tambor (/Lotus/Upgrades/Mods/Rifle/WeaponAmmoMaxMod),/Lotus/Language/Items/Scythestancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/ScytheCmbOneMeleeTree),,,,,,,,,,
/Lotus/Language/Game/Grineerjetpackmarinedesert (Desert/JetpackMarine),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),/Lotus/Language/Items/Impactdamagemeleemod (/Lotus/Upgrades/Mods/Melee/WeaponImpactDamageMod),Punto De Presión (/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Carga Incendiaria (/Lotus/Upgrades/Mods/Pistol/WeaponFireDamageMod),Aerodinamizar (/Lotus/Upgrades/Mods/Warframe/AvatarAbilityEfficiencyMod),Piel De Diamante (/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceLaser),Vitalidad (/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),/Lotus/Language/Items/Ironphoenix (/Lotus/Weapons/Tenno/Melee/MeleeTrees/IronPhoenixMeleeTree),,,,,,,,,
/Lotus/Language/Game/Grineerjetpackmarineforest (Forest/JetpackMarine),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),/Lotus/Language/Items/Impactdamagemeleemod (/Lotus/Upgrades/Mods/Melee/WeaponImpactDamageMod),Punto De Presión (/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Carga Incendiaria (/Lotus/Upgrades/Mods/Pistol/WeaponFireDamageMod),Aerodinamizar (/Lotus/Upgrades/Mods/Warframe/AvatarAbilityEfficiencyMod),Piel De Diamante (/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceLaser),Vitalidad (/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),/Lotus/Language/Items/Ironphoenix (/Lotus/Weapons/Tenno/Melee/MeleeTrees/IronPhoenixMeleeTree),,,,,,,,,
/Lotus/Language/Game/Grineerjetpackmelee (AIWeek/JetpackMelee),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Destructor De Organos (/Lotus/Upgrades/Mods/Melee/WeaponCritDamageMod),Tormenta (/Lotus/Upgrades/Mods/Rifle/WeaponElectricityDamageMod),/Lotus/Language/Items/Rifleproctimemod (/Lotus/Upgrades/Mods/Rifle/WeaponProcTimeMod),/Lotus/Language/Items/Rifleprojectilespeedmod (/Lotus/Upgrades/Mods/Rifle/WeaponProjectileSpeedMod),,,,,,,,,,,
/Lotus/Language/Game/Grineerjetpackname (AIWeek/JetpackMarine),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),/Lotus/Language/Items/Impactdamagemeleemod (/Lotus/Upgrades/Mods/Melee/WeaponImpactDamageMod),Punto De Presión (/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Carga Incendiaria (/Lotus/Upgrades/Mods/Pistol/WeaponFireDamageMod),Aerodinamizar (/Lotus/Upgrades/Mods/Warframe/AvatarAbilityEfficiencyMod),Piel De Diamante (/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceLaser),Vitalidad (/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),/Lotus/Language/Items/Ironphoenix (/Lotus/Weapons/Tenno/Melee/MeleeTrees/IronPhoenixMeleeTree),,,,,,,,,
/Lotus/Language/Game/Grineerjetpacksniper (AIWeek/JetpackSniper),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Destructor De Organos (/Lotus/Upgrades/Mods/Melee/WeaponCritDamageMod),Tormenta (/Lotus/Upgrades/Mods/Rifle/WeaponElectricityDamageMod),/Lotus/Language/Items/Rifleproctimemod (/Lotus/Upgrades/Mods/Rifle/WeaponProcTimeMod),/Lotus/Language/Items/Rifleprojectilespeedmod (/Lotus/Upgrades/Mods/Rifle/WeaponProjectileSpeedMod),,,,,,,,,,,
/Lotus/Language/Game/Grineerkubrowname (AIWeek/CombatKubrow),/Lotus/Language/Items/Kubrowchargepreceptname (/Lotus/Types/Friendly/Pets/KubrowPetPrecepts/KubrowChargePrecept),/Lotus/Language/Items/Kubrowcloakpreceptname (/Lotus/Types/Friendly/Pets/KubrowPetPrecepts/KubrowCloakPrecept),/Lotus/Language/Items/Kubrowdigpreceptname (/Lotus/Types/Friendly/Pets/KubrowPetPrecepts/KubrowDigPrecept),/Lotus/Language/Items/Kubrowfearpreceptname (/Lotus/Types/Friendly/Pets/KubrowPetPrecepts/KubrowFearPrecept),/Lotus/Language/Items/Kubrowshieldpreceptname (/Lotus/Types/Friendly/Pets/KubrowPetPrecepts/KubrowShieldPrecept),/Lotus/Language/Items/Kubrowthiefpreceptname (/Lotus/Types/Friendly/Pets/KubrowPetPrecepts/KubrowThiefPrecept),/Lotus/Language/Items/Kubrowvipchasepreceptname (/Lotus/Types/Friendly/Pets/KubrowPetPrecepts/KubrowVipChasePrecept),/Lotus/Language/Items/Kubrowfinisherpreceptname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowClonedFinisherMod),/Lotus/Language/Items/Kubrowhunterattackpreceptname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowCritMod),/Lotus/Language/Items/Kubrowfinishermodname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowFinisherMod),/Lotus/Language/Items/Kubrowarmorlinkmodname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowLinkArmourMaxMod),/Lotus/Language/Items/Kubrowhealthlinkmodname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowLinkHealthMaxMod),/Lotus/Language/Items/Kubrowshieldslinkmodname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowLinkShieldMaxMod),/Lotus/Language/Items/Kubrowbleedoutmodname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowMasterBleedoutMod),/Lotus/Language/Items/Kubrowadventurerattackpreceptname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowMeleeDamageMod),/Lotus/Language/Items/Kubrowpackleadermod (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowPackLeaderMod),/Lotus/Language/Items/Kubrowshieldregenmodname (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowShieldRechargeRateMod)
/Lotus/Language/Game/Grineerlaserdronename (SpaceBattles/Drones/LaserDrone),/Lotus/Language/Items/Archwingmeleerangeincmod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeRangeIncMod),/Lotus/Language/Items/Archwingweaponelectricitydamagerifle (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingWeaponElectricityDamageMod),/Lotus/Language/Items/Archwingweapontoxicdamagerifle (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingWeaponToxinDamageMod),/Lotus/Language/Items/Archwingsuitabilityrangemod (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitAbilityRangeMod),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,,,,,
/Lotus/Language/Game/Grineermarinepistoldesert (Desert/GrineerMarinePistol),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Golpe Asesino (/Lotus/Upgrades/Mods/Melee/WeaponMeleeHeavyDamageMod),Difusión De Cañón (/Lotus/Upgrades/Mods/Pistol/WeaponFireIterationsMod),/Lotus/Language/Items/Slashdamageriflemod (/Lotus/Upgrades/Mods/Rifle/WeaponSlashDamageMod),Desviación Rapida (/Lotus/Upgrades/Mods/Sentinel/SentinelShieldRechargeRateMod),/Lotus/Language/Items/Hammerstanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/HammerCmbTwoMeleeTree),/Lotus/Language/Items/Polearmstancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/PolearmCmbOneMeleeTree),,,,,,,,,,
/Lotus/Language/Game/Grineermarinepistolforest (Forest/GrineerMarinePistol),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Golpe Asesino (/Lotus/Upgrades/Mods/Melee/WeaponMeleeHeavyDamageMod),Difusión De Cañón (/Lotus/Upgrades/Mods/Pistol/WeaponFireIterationsMod),/Lotus/Language/Items/Slashdamageriflemod (/Lotus/Upgrades/Mods/Rifle/WeaponSlashDamageMod),Desviación Rapida (/Lotus/Upgrades/Mods/Sentinel/SentinelShieldRechargeRateMod),/Lotus/Language/Items/Hammerstanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/HammerCmbTwoMeleeTree),/Lotus/Language/Items/Polearmstancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/PolearmCmbOneMeleeTree),,,,,,,,,,
/Lotus/Language/Game/Grineermissileplatformname (SpaceBattles/GrineerMissilePlat),/Lotus/Language/Items/Archwingmeleestatuschancemod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeStatusChanceMod),/Lotus/Language/Items/Archwingrifleclipmaxmod (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleClipMaxMod),/Lotus/Language/Items/Archwingriflestatuschancemod (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleStatusChanceMod),/Lotus/Language/Items/Archwingsuithealthmaxmod (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitHealthMaxMod),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,,,,,
/Lotus/Language/Game/Grineermissileshieldskiffname (SpaceBattles/Skiffs/MissileShieldSkiff),/Lotus/Language/Items/Archwingmeleecritdamagemod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeCritDamageMod),/Lotus/Language/Items/Archwingweaponfiredamagemelee (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingWeaponFireDamageMod),/Lotus/Language/Items/Archwingriflefireiterationsmod (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleFireIterationsMod),/Lotus/Language/Items/Archwingsuitabilityrangemod (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitAbilityRangeMod),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,,,,,
/Lotus/Language/Game/Grineermissileskiffname (SpaceBattles/Skiffs/MissileSkiff),/Lotus/Language/Items/Archwingmeleerangeincmod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeRangeIncMod),/Lotus/Language/Items/Archwingmeleestatuschancemod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeStatusChanceMod),/Lotus/Language/Items/Archwingrifledamageamountmod (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleDamageAmountMod),/Lotus/Language/Items/Archwingsuitabilityefficiencymod (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitAbilityEfficiencyMod),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,,,,,
/Lotus/Language/Game/Grineerregulatorforest (SpecialEvents/ForestDrone),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Furia (/Lotus/Upgrades/Mods/Melee/WeaponFireRateMod),Fuerza Tambaleante (/Lotus/Upgrades/Mods/Melee/WeaponStunChanceMod),Convulsión (/Lotus/Upgrades/Mods/Pistol/WeaponElectricityDamageMod),Cámara Infernal (/Lotus/Upgrades/Mods/Shotgun/WeaponFireIterationsMod),Vitalidad (/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),,,,,,,,,
/Lotus/Language/Game/Grineerregulatorname (SpecialEvents/SurveillanceDrone),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Furia (/Lotus/Upgrades/Mods/Melee/WeaponFireRateMod),Fuerza Tambaleante (/Lotus/Upgrades/Mods/Melee/WeaponStunChanceMod),Convulsión (/Lotus/Upgrades/Mods/Pistol/WeaponElectricityDamageMod),Cámara Infernal (/Lotus/Upgrades/Mods/Shotgun/WeaponFireIterationsMod),Vitalidad (/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),,,,,,,,,
/Lotus/Language/Game/Grineerriflelancerdesert (Desert/RifleLancer),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),/Lotus/Language/Items/Impactdamagemeleemod (/Lotus/Upgrades/Mods/Melee/WeaponImpactDamageMod),Punto De Presión (/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Carga Incendiaria (/Lotus/Upgrades/Mods/Pistol/WeaponFireDamageMod),Aerodinamizar (/Lotus/Upgrades/Mods/Warframe/AvatarAbilityEfficiencyMod),Piel De Diamante (/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceLaser),Vitalidad (/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),/Lotus/Language/Items/Ironphoenix (/Lotus/Weapons/Tenno/Melee/MeleeTrees/IronPhoenixMeleeTree),,,,,,,,,
/Lotus/Language/Game/Grineerriflelancerforest (Forest/RifleLancer),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),/Lotus/Language/Items/Impactdamagemeleemod (/Lotus/Upgrades/Mods/Melee/WeaponImpactDamageMod),Punto De Presión (/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Carga Incendiaria (/Lotus/Upgrades/Mods/Pistol/WeaponFireDamageMod),Aerodinamizar (/Lotus/Upgrades/Mods/Warframe/AvatarAbilityEfficiencyMod),Piel De Diamante (/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceLaser),Vitalidad (/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),/Lotus/Language/Items/Ironphoenix (/Lotus/Weapons/Tenno/Melee/MeleeTrees/IronPhoenixMeleeTree),,,,,,,,,
/Lotus/Language/Game/Grineershieldskiffname (SpaceBattles/Skiffs/ShieldSkiff),/Lotus/Language/Items/Archwingmeleefireratemod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeFireRateMod),/Lotus/Language/Items/Archwingweaponelectricitydamagemelee (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingWeaponElectricityDamageMod),/Lotus/Language/Items/Archwingsuitpowermaxmod (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitPowerMaxMod),/Lotus/Language/Items/Archwingsuitshieldmaxmod (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitShieldMaxMod),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,,,,,
/Lotus/Language/Game/Grineershotgunlancerdesert (Desert/ShotgunLancer),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Toque Eléctrico (/Lotus/Upgrades/Mods/Melee/WeaponElectricityDamageMod),Fuerza Tambaleante (/Lotus/Upgrades/Mods/Melee/WeaponStunChanceMod),Gambito De Pistola (/Lotus/Upgrades/Mods/Pistol/WeaponCritChanceMod),/Lotus/Language/Items/Impactdamageshotgunmod (/Lotus/Upgrades/Mods/Shotgun/WeaponImpactDamageMod),/Lotus/Language/Items/Shotgunproctimemod (/Lotus/Upgrades/Mods/Shotgun/WeaponProcTimeMod),/Lotus/Language/Items/Machetestancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/MacheteCmbOneMeleeTree),,,,,,,,,,
/Lotus/Language/Game/Grineershotgunlancerforest (Forest/ShotgunLancer),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Toque Eléctrico (/Lotus/Upgrades/Mods/Melee/WeaponElectricityDamageMod),Fuerza Tambaleante (/Lotus/Upgrades/Mods/Melee/WeaponStunChanceMod),Gambito De Pistola (/Lotus/Upgrades/Mods/Pistol/WeaponCritChanceMod),/Lotus/Language/Items/Impactdamageshotgunmod (/Lotus/Upgrades/Mods/Shotgun/WeaponImpactDamageMod),/Lotus/Language/Items/Shotgunproctimemod (/Lotus/Upgrades/Mods/Shotgun/WeaponProcTimeMod),/Lotus/Language/Items/Machetestancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/MacheteCmbOneMeleeTree),,,,,,,,,,
/Lotus/Language/Game/Grineerskiffname (SpaceBattles/Skiffs/GrineerSpaceMarine),/Lotus/Language/Items/Archwingmeleecritdamagemod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeCritDamageMod),/Lotus/Language/Items/Archwingweaponfreezedamagemelee (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingWeaponFreezeDamageMod),/Lotus/Language/Items/Archwingrifleclipmaxmod (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleClipMaxMod),/Lotus/Language/Items/Archwingriflestatuschancemod (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleStatusChanceMod),/Lotus/Language/Items/Archwingsuitabilitydurationmod (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitAbilityDurationMod),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,,,,
/Lotus/Language/Game/Grineerspacedronename (SpaceBattles/Drones/GrineerSpaceDrone),/Lotus/Language/Items/Archwingmeleedamagemod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeDamageMod),/Lotus/Language/Items/Archwingriflecritchancemod (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleCritChanceMod),/Lotus/Language/Items/Archwingweaponfiredamagerifle (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingWeaponFireDamageMod),/Lotus/Language/Items/Archwingsuitarmourmod (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitArmourMod),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,,,,,
/Lotus/Language/Game/Grineerstasisdronename (SpaceBattles/Drones/StasisDrone),/Lotus/Language/Items/Archwingmeleerangeincmod (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeRangeIncMod),/Lotus/Language/Items/Archwingriflecritchancemod (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleCritChanceMod),/Lotus/Language/Items/Archwingweaponfreezedamagerifle (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingWeaponFreezeDamageMod),/Lotus/Language/Items/Archwingsuitabilitystrengthmod (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitAbilityStrengthMod),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,,,,,
/Lotus/Language/Game/Grnexcavationcarrier (AIWeek/CarrierRifleLancer),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Furia (/Lotus/Upgrades/Mods/Melee/WeaponFireRateMod),Alcance (/Lotus/Upgrades/Mods/Melee/WeaponMeleeRangeIncMod),Sin Retorno (/Lotus/Upgrades/Mods/Pistol/WeaponArmorPiercingDamageMod),Munición De Tambor (/Lotus/Upgrades/Mods/Rifle/WeaponAmmoMaxMod),/Lotus/Language/Items/Scythestancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/ScytheCmbOneMeleeTree),,,,,,,,,,
/Lotus/Language/Game/Hyenaelecname (Vip/Hyena/HyenaElec),Acero Verdadero (/Lotus/Upgrades/Mods/Melee/WeaponCritChanceMod),Viento Del Norte (/Lotus/Upgrades/Mods/Melee/WeaponFreezeDamageMod),Cargador Falso (/Lotus/Upgrades/Mods/Pistol/WeaponAmmoMaxMod),Ladrón Experto (/Lotus/Upgrades/Mods/Warframe/AvatarChanceToLoot),,,,,,,,,,,,,
/Lotus/Language/Game/Hyenafirename (Vip/Hyena/HyenaFire),Acero Verdadero (/Lotus/Upgrades/Mods/Melee/WeaponCritChanceMod),Viento Del Norte (/Lotus/Upgrades/Mods/Melee/WeaponFreezeDamageMod),Cargador Falso (/Lotus/Upgrades/Mods/Pistol/WeaponAmmoMaxMod),Ladrón Experto (/Lotus/Upgrades/Mods/Warframe/AvatarChanceToLoot),,,,,,,,,,,,,
/Lotus/Language/Game/Hyenagunname (Vip/Hyena/HyenaGun),Acero Verdadero (/Lotus/Upgrades/Mods/Melee/WeaponCritChanceMod),Viento Del Norte (/Lotus/Upgrades/Mods/Melee/WeaponFreezeDamageMod),Cargador Falso (/Lotus/Upgrades/Mods/Pistol/WeaponAmmoMaxMod),Ladrón Experto (/Lotus/Upgrades/Mods/Warframe/AvatarChanceToLoot),,,,,,,,,,,,,
/Lotus/Language/Game/Hyenaicename (Vip/Hyena/HyenaIce),Acero Verdadero (/Lotus/Upgrades/Mods/Melee/WeaponCritChanceMod),Viento Del Norte (/Lotus/Upgrades/Mods/Melee/WeaponFreezeDamageMod),Cargador Falso (/Lotus/Upgrades/Mods/Pistol/WeaponAmmoMaxMod),Ladrón Experto (/Lotus/Upgrades/Mods/Warframe/AvatarChanceToLoot),,,,,,,,,,,,,
/Lotus/Language/Game/Infestedaladv (Vip/InfestedAladV/InfestedAladBoss),Desliz De Cargador (/Lotus/Upgrades/Mods/Pistol/WeaponClipMaxMod),Carga Incendiaria (/Lotus/Upgrades/Mods/Pistol/WeaponFireDamageMod),Pistolero (/Lotus/Upgrades/Mods/Pistol/WeaponFireRateMod),Agarre Rapido (/Lotus/Upgrades/Mods/Pistol/WeaponReloadSpeedMod),Enfoque (/Lotus/Upgrades/Mods/Warframe/AvatarAbilityStrengthMod),Vitalidad (/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),,,,,,,,,,,
/Lotus/Language/Game/Infestedancientdiseased (AiWeek/Ancients/DiseasedAncient),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),/Lotus/Language/Items/Meleeproctimemod (/Lotus/Upgrades/Mods/Melee/WeaponProcTimeMod),Expeler Infestados (/Lotus/Upgrades/Mods/Pistol/WeaponPistolFactionDamageInfested),Dardos (/Lotus/Upgrades/Mods/Shotgun/WeaponArmorPiercingDamageMod),Redirección (/Lotus/Upgrades/Mods/Warframe/AvatarShieldMaxMod),/Lotus/Language/Items/Gunbladestancea (/Lotus/Weapons/Tenno/Melee/MeleeTrees/GunbladeCmbOneMeleeTree),,,,,,,,,,,
/Lotus/Language/Game/Infestedancientpuss (AiWeek/Ancients/SpawningAncient),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Destructor De Organos (/Lotus/Upgrades/Mods/Melee/WeaponCritDamageMod),Desliz De Cargador (/Lotus/Upgrades/Mods/Pistol/WeaponClipMaxMod),Golpe Avispa (/Lotus/Upgrades/Mods/Pistol/WeaponDamageAmountMod),/Lotus/Language/Items/Uniqueweaponmodexplosionradius (/Lotus/Upgrades/Mods/Rifle/WeaponIncreaseRadialExplosionMod),Desviación Rapida (/Lotus/Upgrades/Mods/Sentinel/SentinelShieldRechargeRateMod),/Lotus/Language/Items/Slashdamageshotgunmod (/Lotus/Upgrades/Mods/Shotgun/WeaponSlashDamageMod),Abrigo Cálido (/Lotus/Upgrades/Mods/Warframe/AvatarMissionSpecificResistanceIce),/Lotus/Language/Items/Punchkickstanceb (/Lotus/Weapons/Tenno/Melee/MeleeTrees/PunchKickCmbTwoMeleeTree),,,,,,,
/Lotus/Language/Game/Infestedgrenadecrawler (AiWeek/Crawlers/Grenade),Common Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Nucleo De Fusión (/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Punto De Presión (/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Cargador Falso (/Lotus/Upgrades/Mods/Pistol/WeaponAmmoMaxMod),Trabuco (/Lotus/Upgrades/Mods/Shotgun/WeaponCritChanceMod),Impacto Pesado (/Lotus/Upgrades/Mods/Warframe/AvatarFallingImpactMod),,,,,,,,,,
