Mob Name,Mods,,,,,,,,,
General Sargas Ruk (Vip/SargasRuk/SargasRukNew),Absorb(/Lotus/Powersuits/Jade/SelfBulletAttractorAbilityCard),Shotgun Savvy(/Lotus/Upgrades/Mods/Shotgun/WeaponStunChanceMod),Continuity(/Lotus/Upgrades/Mods/Warframe/AvatarAbilityDurationMod),Shattering Storm(/Lotus/Weapons/Tenno/Melee/MeleeTrees/HammerCmbOneMeleeTree),,,,,,
Moa (BipedRobot/AIWeek/LaserCannonBiped),Radial Disarm(/Lotus/Powersuits/Loki/DisarmAbilityCard),Renewal(/Lotus/Powersuits/Paladin/RegenerationAbilityCard),Ammo Drum(/Lotus/Upgrades/Mods/Rifle/WeaponAmmoMaxMod),,,,,,,
AiWeek/Crawlers/Crawler,Pull(/Lotus/Powersuits/Mag/PullAbilityCard),Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Quickdraw(/Lotus/Upgrades/Mods/Pistol/WeaponReloadSpeedMod),,,,,
AiWeek/Crawlers/GraspingCrawler,Pull(/Lotus/Powersuits/Mag/PullAbilityCard),Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),,,,,,,
Corrupted Crewman (RifleSpaceman),Pull(/Lotus/Powersuits/Mag/PullAbilityCard),Contagion(/Lotus/Powersuits/Saryn/WeaponPoisonAbilityCard),Suppress(/Lotus/Upgrades/Mods/Pistol/WeaponNoiseReductionMod),Steady Hands(/Lotus/Upgrades/Mods/Pistol/WeaponRecoilReductionMod),Coiling Viper(/Lotus/Weapons/Tenno/Melee/MeleeTrees/WhipCmbTwoMeleeTree),,,,,
AIWeek/EliteRifleLancer,Shield Polarize(/Lotus/Powersuits/Mag/ShieldRegenAbilityCard),Reckoning(/Lotus/Powersuits/Paladin/ReckoningAbilityCard),Revenge(/Lotus/Types/Sentinels/SentinelPrecepts/Revenge),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Quickdraw(/Lotus/Upgrades/Mods/Pistol/WeaponReloadSpeedMod),Razor Shot(/Lotus/Upgrades/Mods/Pistol/WeaponSlashDamageMod),Thunderbolt(/Lotus/Upgrades/Mods/Rifle/BowExplosionChanceMod),Undying Will(/Lotus/Upgrades/Mods/Warframe/AvatarBleedoutDelayMod),Redirection(/Lotus/Upgrades/Mods/Warframe/AvatarShieldMaxMod),Crossing Snakes(/Lotus/Weapons/Tenno/Melee/MeleeTrees/DualSwordCmbTwoMeleeTree)
Forest/EliteRifleLancer,Shield Polarize(/Lotus/Powersuits/Mag/ShieldRegenAbilityCard),Reckoning(/Lotus/Powersuits/Paladin/ReckoningAbilityCard),Revenge(/Lotus/Types/Sentinels/SentinelPrecepts/Revenge),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Quickdraw(/Lotus/Upgrades/Mods/Pistol/WeaponReloadSpeedMod),Razor Shot(/Lotus/Upgrades/Mods/Pistol/WeaponSlashDamageMod),Thunderbolt(/Lotus/Upgrades/Mods/Rifle/BowExplosionChanceMod),Undying Will(/Lotus/Upgrades/Mods/Warframe/AvatarBleedoutDelayMod),Redirection(/Lotus/Upgrades/Mods/Warframe/AvatarShieldMaxMod),Crossing Snakes(/Lotus/Weapons/Tenno/Melee/MeleeTrees/DualSwordCmbTwoMeleeTree)
Elite Arid Lancer (Desert/EliteRifleLancer),Shield Polarize(/Lotus/Powersuits/Mag/ShieldRegenAbilityCard),Reckoning(/Lotus/Powersuits/Paladin/ReckoningAbilityCard),Revenge(/Lotus/Types/Sentinels/SentinelPrecepts/Revenge),Razor Shot(/Lotus/Upgrades/Mods/Pistol/WeaponSlashDamageMod),Thunderbolt(/Lotus/Upgrades/Mods/Rifle/BowExplosionChanceMod),Undying Will(/Lotus/Upgrades/Mods/Warframe/AvatarBleedoutDelayMod),Redirection(/Lotus/Upgrades/Mods/Warframe/AvatarShieldMaxMod),Crossing Snakes(/Lotus/Weapons/Tenno/Melee/MeleeTrees/DualSwordCmbTwoMeleeTree),,
Lephantis (Vip/GolemFull),Shadows of the Dead(/Lotus/Powersuits/Necro/CloneTheDeadAbilityCard),Quick Return(/Lotus/Upgrades/Mods/Melee/WeaponGlaiveReflectionDecreaseMod),Rebound(/Lotus/Upgrades/Mods/Melee/WeaponGlaiveReflectionIncreaseMod),Stabilizer(/Lotus/Upgrades/Mods/Rifle/WeaponRecoilReductionMod),Spare Parts(/Lotus/Upgrades/Mods/Sentinel/SentinelDropChanceMod),,,,,
Corrupted Heavy Gunner (OrokinHeavyFemale),Desecrate(/Lotus/Powersuits/Necro/SearchTheDeadAbilityCard),Whirlwind(/Lotus/Upgrades/Mods/Melee/WeaponGlaiveSpeedMod),Intruder(/Lotus/Upgrades/Mods/Warframe/AvatarTimeLimitIncreaseMod),Flailing Branch(/Lotus/Weapons/Tenno/Melee/MeleeTrees/StaffCmbTwoMeleeTree),,,,,,
Orokin Drone (OrokinShieldDrone),Soul Punch(/Lotus/Powersuits/Necro/SoulPunchAbilityCard),Terrify(/Lotus/Powersuits/Necro/TerrorTotemAbilityCard),Coolant Leak(/Lotus/Types/Sentinels/SentinelPrecepts/CoolantLeak),Hush(/Lotus/Upgrades/Mods/Rifle/WeaponNoiseReductionMod),Fired Up(/Lotus/Upgrades/Mods/Sentinel/SentinelOverheatDamageMod),,,,,
Vip/NinjaLeader,Blade Storm(/Lotus/Powersuits/Ninja/NinjaStormAbilityCard),Shocking Touch(/Lotus/Upgrades/Mods/Melee/WeaponElectricityDamageMod),Cryo Rounds(/Lotus/Upgrades/Mods/Rifle/WeaponFreezeDamageMod),Steel Fiber(/Lotus/Upgrades/Mods/Warframe/AvatarArmourMod),Vitality(/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),,,,,
Corpus Tech (Spaceman/AIWeek/DeployableSpaceman),Smite(/Lotus/Powersuits/Paladin/SmiteAbilityCard),Miasma(/Lotus/Powersuits/Saryn/ExplosiveDissolveAbilityCard),Charged Shell(/Lotus/Upgrades/Mods/Shotgun/WeaponElectricityDamageMod),Cleanse Grineer(/Lotus/Upgrades/Mods/Shotgun/WeaponShotgunFactionDamageGrineer),Marathon(/Lotus/Upgrades/Mods/Warframe/AvatarStaminaMaxMod),,,,,
Railgun Moa (BipedRobot/AIWeek/RailgunBiped),Hallowed Ground(/Lotus/Powersuits/Paladin/StairwayToHeavenAbilityCard),Blessing(/Lotus/Powersuits/Trinity/BlessingAbilityCard),Charged Chamber(/Lotus/Upgrades/Mods/Rifle/SniperReloadDamageMod),Acrobat(/Lotus/Upgrades/Mods/Warframe/AvatarStaminaCostMultiplierMod),,,,,,
Shield Lancer (AIWeek/ShieldLancer),Roar(/Lotus/Powersuits/Rhino/RadialBlastAbilityCard),Smite Infested(/Lotus/Upgrades/Mods/Melee/WeaponMeleeFactionDamageInfested),Retribution(/Lotus/Upgrades/Mods/Warframe/AvatarRevengeDamageMelee),Quick Rest(/Lotus/Upgrades/Mods/Warframe/AvatarStaminaRechargeRateMod),,,,,,
BipedRobot/AIWeek/ShockwaveBiped,Rhino Charge(/Lotus/Powersuits/Rhino/RhinoChargeAbilityCard),Rhino Stomp(/Lotus/Powersuits/Rhino/RhinoStompAbilityCard),Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Trick Mag(/Lotus/Upgrades/Mods/Pistol/WeaponAmmoMaxMod),Cryo Rounds(/Lotus/Upgrades/Mods/Rifle/WeaponFreezeDamageMod),Stretch(/Lotus/Upgrades/Mods/Warframe/AvatarAbilityRangeMod),,,
Powerfist (AIWeek/PistonSawman),Rhino Charge(/Lotus/Powersuits/Rhino/RhinoChargeAbilityCard),Vaporize(/Lotus/Types/Sentinels/SentinelPrecepts/Vaporize),Target Cracker(/Lotus/Upgrades/Mods/Pistol/WeaponCritDamageMod),Bane of Infested(/Lotus/Upgrades/Mods/Rifle/WeaponFactionDamageInfested),Seeking Force(/Lotus/Upgrades/Mods/Shotgun/WeaponPunctureDepthMod),Grim Fury(/Lotus/Weapons/Tenno/Melee/MeleeTrees/PunchKickCmbOneMeleeTree),,,,
Jackal (QuadRobot/QuadRobot),Rhino Stomp(/Lotus/Powersuits/Rhino/RhinoStompAbilityCard),Tactical Pump(/Lotus/Upgrades/Mods/Shotgun/WeaponReloadSpeedMod),Shock Absorbers(/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceKnockdown),Handspring(/Lotus/Upgrades/Mods/Warframe/AvatarKnockdownRecoveryMod),,,,,,
AIWeek/FlameLancer,Venom(/Lotus/Powersuits/Saryn/PoisonAbilityCard),Swift Deth(/Lotus/Types/Sentinels/SentinelPrecepts/SwiftDeth),Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Sure Shot(/Lotus/Upgrades/Mods/Pistol/WeaponStunChanceMod),Swirling Tiger(/Lotus/Weapons/Tenno/Melee/MeleeTrees/DualSwordCmbOneMeleeTree),,,,
BipedRobot/AIWeek/RailgunBiped,Venom(/Lotus/Powersuits/Saryn/PoisonAbilityCard),Shock(/Lotus/Powersuits/Volt/ShockAbilityCard),Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Trick Mag(/Lotus/Upgrades/Mods/Pistol/WeaponAmmoMaxMod),,,,,
Napalm (AIWeek/IncendiaryBombard),Dive Bomb(/Lotus/Powersuits/Tengu/DiveBombAbilityCard),Ammo Stock(/Lotus/Upgrades/Mods/Shotgun/WeaponClipMaxMod),Insulation(/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceIce),Rage(/Lotus/Upgrades/Mods/Warframe/AvatarDamageToEnergyMod),Rending Crane(/Lotus/Weapons/Tenno/Melee/MeleeTrees/AxeCmbOneMeleeTree),,,,,
AIWeek/RifleLancer,Tail Wind(/Lotus/Powersuits/Tengu/TailWindAbilityCard),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Heavy Trauma(/Lotus/Upgrades/Mods/Melee/WeaponImpactDamageMod),Pressure Point(/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Heated Charge(/Lotus/Upgrades/Mods/Pistol/WeaponFireDamageMod),Streamline(/Lotus/Upgrades/Mods/Warframe/AvatarAbilityEfficiencyMod),Diamond Skin(/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceLaser),Vitality(/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),Iron Phoenix(/Lotus/Weapons/Tenno/Melee/MeleeTrees/IronPhoenixMeleeTree),
Forest/RifleLancer,Tail Wind(/Lotus/Powersuits/Tengu/TailWindAbilityCard),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Heavy Trauma(/Lotus/Upgrades/Mods/Melee/WeaponImpactDamageMod),Pressure Point(/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Heated Charge(/Lotus/Upgrades/Mods/Pistol/WeaponFireDamageMod),Streamline(/Lotus/Upgrades/Mods/Warframe/AvatarAbilityEfficiencyMod),Diamond Skin(/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceLaser),Vitality(/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),Iron Phoenix(/Lotus/Weapons/Tenno/Melee/MeleeTrees/IronPhoenixMeleeTree),
Forest/JetpackMarine,Tail Wind(/Lotus/Powersuits/Tengu/TailWindAbilityCard),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Heavy Trauma(/Lotus/Upgrades/Mods/Melee/WeaponImpactDamageMod),Pressure Point(/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Heated Charge(/Lotus/Upgrades/Mods/Pistol/WeaponFireDamageMod),Streamline(/Lotus/Upgrades/Mods/Warframe/AvatarAbilityEfficiencyMod),Diamond Skin(/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceLaser),Vitality(/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),Iron Phoenix(/Lotus/Weapons/Tenno/Melee/MeleeTrees/IronPhoenixMeleeTree),
Forest/HeavyFemaleGrineerDesert,Tail Wind(/Lotus/Powersuits/Tengu/TailWindAbilityCard),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Heavy Trauma(/Lotus/Upgrades/Mods/Melee/WeaponImpactDamageMod),Pressure Point(/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Heated Charge(/Lotus/Upgrades/Mods/Pistol/WeaponFireDamageMod),Streamline(/Lotus/Upgrades/Mods/Warframe/AvatarAbilityEfficiencyMod),Diamond Skin(/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceLaser),Vitality(/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),Iron Phoenix(/Lotus/Weapons/Tenno/Melee/MeleeTrees/IronPhoenixMeleeTree),
AIWeek/JetpackMarine,Tail Wind(/Lotus/Powersuits/Tengu/TailWindAbilityCard),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Heavy Trauma(/Lotus/Upgrades/Mods/Melee/WeaponImpactDamageMod),Pressure Point(/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Heated Charge(/Lotus/Upgrades/Mods/Pistol/WeaponFireDamageMod),Streamline(/Lotus/Upgrades/Mods/Warframe/AvatarAbilityEfficiencyMod),Diamond Skin(/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceLaser),Vitality(/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),Iron Phoenix(/Lotus/Weapons/Tenno/Melee/MeleeTrees/IronPhoenixMeleeTree),
Desert/RifleLancer,Tail Wind(/Lotus/Powersuits/Tengu/TailWindAbilityCard),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Heavy Trauma(/Lotus/Upgrades/Mods/Melee/WeaponImpactDamageMod),Pressure Point(/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Heated Charge(/Lotus/Upgrades/Mods/Pistol/WeaponFireDamageMod),Streamline(/Lotus/Upgrades/Mods/Warframe/AvatarAbilityEfficiencyMod),Diamond Skin(/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceLaser),Vitality(/Lotus/Upgrades/Mods/Warframe/AvatarHealthMaxMod),Iron Phoenix(/Lotus/Weapons/Tenno/Melee/MeleeTrees/IronPhoenixMeleeTree),
Arid Hellion (Desert/JetpackMarine),Tail Wind(/Lotus/Powersuits/Tengu/TailWindAbilityCard),Heavy Trauma(/Lotus/Upgrades/Mods/Melee/WeaponImpactDamageMod),Heated Charge(/Lotus/Upgrades/Mods/Pistol/WeaponFireDamageMod),Streamline(/Lotus/Upgrades/Mods/Warframe/AvatarAbilityEfficiencyMod),Diamond Skin(/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceLaser),Iron Phoenix(/Lotus/Weapons/Tenno/Melee/MeleeTrees/IronPhoenixMeleeTree),,,,
Volatile Runner (AiWeek/Runners/SuicideRunner),Tornado(/Lotus/Powersuits/Tengu/TornadoAbilityCard),Well Of Life(/Lotus/Powersuits/Trinity/WellOfLifeAbilityCard),Ghost(/Lotus/Types/Sentinels/SentinelPrecepts/Ghost),Sundering Strike(/Lotus/Upgrades/Mods/Melee/WeaponArmorPiercingDamageMod),Reach(/Lotus/Upgrades/Mods/Melee/WeaponMeleeRangeIncMod),Concussion Rounds(/Lotus/Upgrades/Mods/Pistol/WeaponImpactDamageMod),Point Blank(/Lotus/Upgrades/Mods/Shotgun/WeaponDamageAmountMod),,,
Ballista (AIWeek/FemaleGrineer),Bastille(/Lotus/Powersuits/Trapper/LevTrapAbilityCard),Stormbringer(/Lotus/Upgrades/Mods/Rifle/WeaponElectricityDamageMod),,,,,,,,
Spaceman/Vip/SniperBoss,Vortex(/Lotus/Powersuits/Trapper/MagHoleAbilityCard),Shocking Touch(/Lotus/Upgrades/Mods/Melee/WeaponElectricityDamageMod),Reflex Coil(/Lotus/Upgrades/Mods/Melee/WeaponMeleeChargeRateMod),Magazine Warp(/Lotus/Upgrades/Mods/Rifle/WeaponClipMaxMod),,,,,,
Crawler (AiWeek/Crawlers/Crawler),Vortex(/Lotus/Powersuits/Trapper/MagHoleAbilityCard),Bane of Corpus(/Lotus/Upgrades/Mods/Rifle/WeaponFactionDamageCorpus),Eagle Eye(/Lotus/Upgrades/Mods/Rifle/WeaponZoomFovMod),Steel Fiber(/Lotus/Upgrades/Mods/Warframe/AvatarArmourMod),,,,,,
Arid Eviscerator (Desert/EvisceratorLancer),Link(/Lotus/Powersuits/Trinity/LinkAbilityCard),Shocking Touch(/Lotus/Upgrades/Mods/Melee/WeaponElectricityDamageMod),Pistol Gambit(/Lotus/Upgrades/Mods/Pistol/WeaponCritChanceMod),Disruptor(/Lotus/Upgrades/Mods/Shotgun/WeaponImpactDamageMod),Sundering Weave(/Lotus/Weapons/Tenno/Melee/MeleeTrees/MacheteCmbOneMeleeTree),,,,,
OrokinMoaBiped,Fatal Attraction(/Lotus/Types/Sentinels/SentinelPrecepts/Bait),Striker(/Lotus/Types/Sentinels/SentinelPrecepts/BoomStick),Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Second Wind(/Lotus/Upgrades/Mods/Melee/WeaponStaminaBonusMod),Reflex Guard(/Lotus/Upgrades/Mods/Warframe/AvatarAutoParryMod),Antitoxin(/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistancePoison),Bleeding Willow(/Lotus/Weapons/Tenno/Melee/MeleeTrees/PolearmCmbTwoMeleeTree),,
Fusion Moa Guardian (TennoReplicants/TennoMoaBiped),Fatal Attraction(/Lotus/Types/Sentinels/SentinelPrecepts/Bait),Striker(/Lotus/Types/Sentinels/SentinelPrecepts/BoomStick),Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Second Wind(/Lotus/Upgrades/Mods/Melee/WeaponStaminaBonusMod),Reflex Guard(/Lotus/Upgrades/Mods/Warframe/AvatarAutoParryMod),Antitoxin(/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistancePoison),Bleeding Willow(/Lotus/Weapons/Tenno/Melee/MeleeTrees/PolearmCmbTwoMeleeTree),,
Corrupted Lancer (RifleLancer),Vacuum(/Lotus/Types/Sentinels/SentinelPrecepts/ItemVacum),Thumper(/Lotus/Types/Sentinels/SentinelPrecepts/Thumper),Power Throw(/Lotus/Upgrades/Mods/Melee/WeaponGlaivePowerthrowMod),Finishing Touch(/Lotus/Upgrades/Mods/Melee/WeaponMeleeFinisherDamageMod),Infected Clip(/Lotus/Upgrades/Mods/Rifle/WeaponToxinDamageMod),Burning Wasp(/Lotus/Weapons/Tenno/Melee/MeleeTrees/WhipCmbOneMeleeTree),,,,
BipedRobot/AIWeek/LaserCannonBiped,Revenge(/Lotus/Types/Sentinels/SentinelPrecepts/Revenge),Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),North Wind(/Lotus/Upgrades/Mods/Melee/WeaponFreezeDamageMod),Smite Grineer(/Lotus/Upgrades/Mods/Melee/WeaponMeleeFactionDamageGrineer),Energy Channel(/Lotus/Upgrades/Mods/Melee/WeaponPowerDamageMod),,,,
Bombard (AIWeek/RocketBombard),Sanctuary(/Lotus/Types/Sentinels/SentinelPrecepts/Sanctuary),Expel Grineer(/Lotus/Upgrades/Mods/Pistol/WeaponPistolFactionDamageGrineer),Sure Footed(/Lotus/Upgrades/Mods/Warframe/AvatarKnockdownResistanceMod),Crimson Dervish(/Lotus/Weapons/Tenno/Melee/MeleeTrees/CrimsonDervishMeleeTree),,,,,,
BipedRobot/AIWeek/SuperMoaBiped,Vaporize(/Lotus/Types/Sentinels/SentinelPrecepts/Vaporize),Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Vitality(/Lotus/Upgrades/Mods/Sentinel/SentinelHealthMaxMod),Antitoxin(/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistancePoison),Thief's Wit(/Lotus/Upgrades/Mods/Warframe/AvatarLootRadarMod),,,
AIWeek/BladeSawman,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),North Wind(/Lotus/Upgrades/Mods/Melee/WeaponFreezeDamageMod),Reflex Coil(/Lotus/Upgrades/Mods/Melee/WeaponMeleeChargeRateMod),Pressure Point(/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Smite Grineer(/Lotus/Upgrades/Mods/Melee/WeaponMeleeFactionDamageGrineer),Point Strike(/Lotus/Upgrades/Mods/Rifle/WeaponCritChanceMod),Fast Hands(/Lotus/Upgrades/Mods/Rifle/WeaponReloadSpeedMod),Flow(/Lotus/Upgrades/Mods/Warframe/AvatarPowerMaxMod)
AIWeek/ShieldLancer,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Flechette(/Lotus/Upgrades/Mods/Shotgun/WeaponArmorPiercingDamageMod),Thief's Wit(/Lotus/Upgrades/Mods/Warframe/AvatarLootRadarMod),,,,,
AIWeek/RocketBombard,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),True Steel(/Lotus/Upgrades/Mods/Melee/WeaponCritChanceMod),Tactical Pump(/Lotus/Upgrades/Mods/Shotgun/WeaponReloadSpeedMod),Warm Coat(/Lotus/Upgrades/Mods/Warframe/AvatarMissionSpecificResistanceIce),,,,,
AIWeek/MacheteWoman,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Serration(/Lotus/Upgrades/Mods/Rifle/WeaponDamageAmountMod),Lightning Rod(/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceElectricity),Heavy Impact(/Lotus/Upgrades/Mods/Warframe/AvatarFallingImpactMod),,,,
Drones/AIWeek/ShieldDrone,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),True Steel(/Lotus/Upgrades/Mods/Melee/WeaponCritChanceMod),Trick Mag(/Lotus/Upgrades/Mods/Pistol/WeaponAmmoMaxMod),Hellfire(/Lotus/Upgrades/Mods/Rifle/WeaponFireDamageMod),Vitality(/Lotus/Upgrades/Mods/Sentinel/SentinelHealthMaxMod),Fast Deflection(/Lotus/Upgrades/Mods/Warframe/AvatarShieldRechargeRateMod),,
Spaceman/AIWeek/DeployableSpaceman,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Point Strike(/Lotus/Upgrades/Mods/Rifle/WeaponCritChanceMod),Handspring(/Lotus/Upgrades/Mods/Warframe/AvatarKnockdownRecoveryMod),Swirling Tiger(/Lotus/Weapons/Tenno/Melee/MeleeTrees/DualSwordCmbOneMeleeTree),,,,,
Drones/AIWeek/MineDrone,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Pressure Point(/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),,,,,,
Drones/AIWeek/LeechDrone,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Magazine Warp(/Lotus/Upgrades/Mods/Rifle/WeaponClipMaxMod),Split Chamber(/Lotus/Upgrades/Mods/Rifle/WeaponFireIterationsMod),Stretch(/Lotus/Upgrades/Mods/Warframe/AvatarAbilityRangeMod),Diamond Skin(/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceLaser),,,,
AIWeek/GrineerMeleeStaff,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),North Wind(/Lotus/Upgrades/Mods/Melee/WeaponFreezeDamageMod),Reflex Coil(/Lotus/Upgrades/Mods/Melee/WeaponMeleeChargeRateMod),Pressure Point(/Lotus/Upgrades/Mods/Melee/WeaponMeleeDamageMod),Flow(/Lotus/Upgrades/Mods/Warframe/AvatarPowerMaxMod),,,
AiWeek/Quadrupeds/Quadruped,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Convulsion(/Lotus/Upgrades/Mods/Pistol/WeaponElectricityDamageMod),Rupture(/Lotus/Upgrades/Mods/Rifle/WeaponImpactDamageMod),,,,,,
AiWeek/Runners/SuicideRunner,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),,,,,,,,
AiWeek/Runners/LeapingRunner,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),,,,,,,,
AiWeek/Ancients/HealingAncient,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),,,,,,,
AiWeek/Ancients/Ancient,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Rare Fusion Core(/Lotus/Upgrades/Mods/Fusers/RareModFuser),Redirection(/Lotus/Upgrades/Mods/Warframe/AvatarShieldMaxMod),,,,,,,
AiWeek/Ancients/ToxicAncient,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Slip Magazine(/Lotus/Upgrades/Mods/Pistol/WeaponClipMaxMod),Fast Deflection(/Lotus/Upgrades/Mods/Sentinel/SentinelShieldRechargeRateMod),,,,,,
Desert/BladeSawman,Common Fusion Core(/Lotus/Upgrades/Mods/Fusers/CommonModFuser),Uncommon Fusion Core(/Lotus/Upgrades/Mods/Fusers/UncommonModFuser),Blunderbuss(/Lotus/Upgrades/Mods/Shotgun/WeaponCritChanceMod),,,,,,,
