Deck,Enemy,Probability,Max Simultaneous,Tier
OrokinDefenseSquad,Corrupted Lancer (RifleLancer),0.75,0,0
,Corrupted Crewman (RifleSpacemanAgent),0.75,0,0
,Corrupted Ancient (OrokinHealingAncient),0.5,0,2
,OrokinMinigunBombard,0.25,0,2
,Orokin Drone (OrokinShieldDroneAgent),0.25,0,1
,Corrupted Moa (OrokinMoaBipedAgent),0.5,0,1
OrokinDerelictSabotageGrineerForest,Химера (AiWeek/Quadrupeds/Quadruped),1,0,0
,Бігун (AiWeek/Runners/SuicideRunner),0.5,0,0
,Стрибун (AiWeek/Runners/LeapingRunner),0.2,0,0
,Отруйний Повзун (AiWeek/Crawlers/NoxiousCrawler),0.5,0,0
,Токсичний Древній (AiWeek/Ancients/ToxicAncient),0.1,0,0
,AiWeek/Crawlers/LightningCrawler,0.050000001,0,0
,AiWeek/Crawlers/MeleeCrawler,0.1,0,0
,Mutalist-Osprey (AiWeek/InfestedDrones/PoisonDroneAgent),0.30000001,0,0
,Forest/RifleLancer,1,0,1
,Forest/EliteRifleLancer,0.5,3,1
,Forest/BladeSawmanNoCover,0.5,3,1
,Forest/ShotgunLancer,0.2,2,1
,Forest/MinigunBombard,0.1,1,1
,AIWeek/ShieldLancer,0.5,2,1
,AIWeek/GrineerRollingDrone,0.2,1,1
,AIWeek/MacheteWomanNoCover,0.5,1,1
,Forest/RifleLancer,1,0,2
,Forest/EliteRifleLancer,0.5,3,2
,Forest/BladeSawmanNoCover,0.40000001,3,2
,Forest/ShotgunLancer,0.2,2,2
OrokinDerelictSabotageGrineerSettlement,Химера (AiWeek/Quadrupeds/Quadruped),1,0,0
,Бігун (AiWeek/Runners/SuicideRunner),0.5,0,0
,Стрибун (AiWeek/Runners/LeapingRunner),0.2,0,0
,Отруйний Повзун (AiWeek/Crawlers/NoxiousCrawler),0.5,0,0
,Токсичний Древній (AiWeek/Ancients/ToxicAncient),0.1,0,0
,AiWeek/Crawlers/LightningCrawler,0.050000001,0,0
,AiWeek/Crawlers/MeleeCrawler,0.1,0,0
,Mutalist-Osprey (AiWeek/InfestedDrones/PoisonDroneAgent),0.30000001,0,0
,Desert/RifleLancer,1,0,1
,Desert/EliteRifleLancer,0.5,3,1
,Desert/BladeSawmanNoCoverSurvival,0.5,3,1
,Desert/ShotgunLancer,0.2,2,1
,Desert/MinigunBombard,0.1,1,1
,AIWeek/ShieldLancer,0.5,2,1
,AIWeek/GrineerRollingDrone,0.2,1,1
,AIWeek/MacheteWomanNoCover,0.5,1,1
,Desert/RifleLancer,1,0,2
,Desert/EliteRifleLancer,0.5,3,2
,Desert/BladeSawmanNoCoverSurvival,0.40000001,3,2
,Desert/ShotgunLancer,0.2,2,2
OrokinDerelictSabotageGrineerShipyards,Химера (AiWeek/Quadrupeds/Quadruped),1,0,0
,Бігун (AiWeek/Runners/SuicideRunner),0.5,0,0
,Стрибун (AiWeek/Runners/LeapingRunner),0.2,0,0
,Отруйний Повзун (AiWeek/Crawlers/NoxiousCrawler),0.5,0,0
,Токсичний Древній (AiWeek/Ancients/ToxicAncient),0.1,0,0
,AiWeek/Crawlers/LightningCrawler,0.050000001,0,0
,AiWeek/Crawlers/MeleeCrawler,0.1,0,0
,Mutalist-Osprey (AiWeek/InfestedDrones/PoisonDroneAgent),0.30000001,0,0
,AIWeek/RifleLancer,1,0,1
,AIWeek/EliteRifleLancer,0.5,3,1
,AIWeek/BladeSawmanNoCoverSurvival,0.5,3,1
,AIWeek/ShotgunLancer,0.2,2,1
,AIWeek/MinigunBombard,0.1,1,1
,AIWeek/ShieldLancer,0.5,2,1
,AIWeek/GrineerRollingDrone,0.2,1,1
,AIWeek/RocketBombard,0.0099999998,1,1
,AIWeek/MacheteWomanNoCover,0.5,1,1
,AIWeek/RifleLancer,1,0,2
,AIWeek/EliteRifleLancer,0.5,3,2
,AIWeek/BladeSawmanNoCoverSurvival,0.40000001,3,2
,AIWeek/ShotgunLancer,0.2,2,2
OrokinSabotageCorpus,Corrupted Lancer (RifleLancer),0.75,0,0
,Corrupted Crewman (RifleSpacemanAgent),0.75,0,0
,Corrupted Ancient (OrokinHealingAncient),0.1,0,0
,OrokinMinigunBombard,0.2,0,0
,Orokin Drone (OrokinShieldDroneAgent),0.30000001,0,0
,Corrupted Moa (OrokinMoaBipedAgent),0.1,0,0
,Член Команди (Spaceman/AIWeek/RifleSpacemanAgent),1,0,1
,Elite Crewman (Spaceman/EliteSpacemanAgent),0.2,0,1
,Рядовий Рукопашник (Spaceman/AIWeek/MeleeSpacemanAgent),0.2,3,1
,Член Команди (Spaceman/AIWeek/ShotgunSpacemanAgent),0.25,0,1
,Технік Корпусу (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,2,1
,Дрон Щит (Drones/AIWeek/ShieldDroneAgent),0.15000001,3,1
,Дрон П'явка (Drones/AIWeek/LeechDroneAgent),0.02,0,1
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),1,0,1
,Рядовий Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.1,2,1
,Гібридні Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.050000001,2,1
,Моа З Рейлганом (BipedRobot/AIWeek/RailgunBipedAgent),0.050000001,2,1
,Член Команди (Spaceman/AIWeek/RifleSpacemanAgent),1,0,2
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),1,0,2
,Член Команди (Spaceman/AIWeek/ShotgunSpacemanAgent),0.25,2,2
OrokinSabotageGrineerForest,Corrupted Lancer (RifleLancer),0.75,0,0
,Corrupted Crewman (RifleSpacemanAgent),0.75,0,0
,Corrupted Ancient (OrokinHealingAncient),0.1,0,0
,OrokinMinigunBombard,0.2,0,0
,Orokin Drone (OrokinShieldDroneAgent),0.30000001,0,0
,Corrupted Moa (OrokinMoaBipedAgent),0.1,0,0
,Forest/RifleLancer,1,0,1
,Forest/EliteRifleLancer,1,0,1
,Forest/BladeSawmanNoCover,0.5,3,1
,Forest/ShotgunLancer,0.2,2,1
,Forest/MinigunBombard,0.1,1,1
,AIWeek/ShieldLancer,0.5,2,1
,AIWeek/GrineerRollingDrone,0.2,1,1
,AIWeek/MacheteWomanNoCover,0.5,1,1
,Forest/RifleLancer,1,0,2
,Forest/EliteRifleLancer,0.5,3,2
,Forest/BladeSawmanNoCover,0.40000001,3,2
,Forest/ShotgunLancer,0.2,2,2
OrokinSabotageGrineerSettlement,Corrupted Lancer (RifleLancer),0.75,0,0
,Corrupted Crewman (RifleSpacemanAgent),0.75,0,0
,Corrupted Ancient (OrokinHealingAncient),0.1,0,0
,OrokinMinigunBombard,0.2,0,0
,Orokin Drone (OrokinShieldDroneAgent),0.30000001,0,0
,Corrupted Moa (OrokinMoaBipedAgent),0.1,0,0
,Desert/RifleLancer,1,0,1
,Desert/EliteRifleLancer,0.5,3,1
,Desert/BladeSawmanNoCoverSurvival,0.5,3,1
,Desert/ShotgunLancer,0.2,2,1
,Desert/MinigunBombard,0.1,1,1
,AIWeek/ShieldLancer,0.5,2,1
,AIWeek/GrineerRollingDrone,0.2,1,1
,AIWeek/MacheteWomanNoCover,0.5,1,1
,Desert/RifleLancer,1,0,2
,Desert/EliteRifleLancer,0.5,3,2
,Desert/BladeSawmanNoCoverSurvival,0.40000001,3,2
,Desert/ShotgunLancer,0.2,2,2
OrokinSquadOne,Corrupted Lancer (RifleLancer),0.75,0,0
,Corrupted Crewman (RifleSpacemanAgent),0.75,0,0
,Corrupted Ancient (OrokinHealingAncient),0.1,0,0
,OrokinMinigunBombard,0.2,0,0
,Orokin Drone (OrokinShieldDroneAgent),0.30000001,0,0
,Corrupted Moa (OrokinMoaBipedAgent),0.1,0,0
OrokinSurvivalA,Corrupted Lancer (RifleLancer),1,0,0
,Corrupted Crewman (RifleSpacemanAgent),0.5,0,0
,Orokin Drone (OrokinShieldDroneAgent),1,2,1
,OrokinMinigunBombard,1,2,2
,Corrupted Ancient (OrokinHealingAncient),1,2,3
,Corrupted Moa (OrokinMoaBipedAgent),1,1,4
SpaceGrineerA,Dreg (SpaceBattles/Drones/GrineerSpaceDrone),1,0,0
,Dargyn (SpaceBattles/Skiffs/GrineerSpaceMarine),1,0,0
,Lancer Dreg (SpaceBattles/Drones/LaserDrone),0.60000002,0,0
,Shield Dargyn (SpaceBattles/Skiffs/ShieldSkiff),0.5,0,0
SpaceGrineerB,Dreg (SpaceBattles/Drones/GrineerSpaceDrone),1,0,0
,Dargyn (SpaceBattles/Skiffs/GrineerSpaceMarine),1,0,0
,Lancer Dreg (SpaceBattles/Drones/LaserDrone),0.60000002,0,0
,Temporal Dreg (SpaceBattles/Drones/StasisDrone),0.2,4,0
,Hellion Dargyn (SpaceBattles/Skiffs/MissileSkiff),0.40000001,0,0
,Shield Dargyn (SpaceBattles/Skiffs/ShieldSkiff),0.5,0,0
SpaceGrineerDefenseA,Dreg (SpaceBattles/Drones/GrineerSpaceDrone),1,0,0
,Dargyn (SpaceBattles/Skiffs/GrineerSpaceMarine),1,0,0
,Lancer Dreg (SpaceBattles/Drones/LaserDrone),0.60000002,0,0
,Lancer Dreg (SpaceBattles/Drones/LaserDrone),0.40000001,0,1
,Shield Dargyn (SpaceBattles/Skiffs/ShieldSkiff),0.5,0,0
,Shield Dargyn (SpaceBattles/Skiffs/ShieldSkiff),0.25,0,1
,Shield Dargyn (SpaceBattles/Skiffs/ShieldSkiff),0.25,0,2
,Hellion Dargyn (SpaceBattles/Skiffs/MissileSkiff),0.30000001,0,1
,Hellion Dargyn (SpaceBattles/Skiffs/MissileSkiff),0.2,0,2
,Temporal Dreg (SpaceBattles/Drones/StasisDrone),0.2,3,2
,Shield-Hellion Dargyn (SpaceBattles/Skiffs/MissileShieldSkiff),0.2,0,2
SpaceGrineerDefenseC,Dreg (SpaceBattles/Drones/GrineerSpaceDrone),1,0,0
,Dargyn (SpaceBattles/Skiffs/GrineerSpaceMarine),1,0,0
,Lancer Dreg (SpaceBattles/Drones/LaserDrone),0.60000002,0,0
,Lancer Dreg (SpaceBattles/Drones/LaserDrone),0.40000001,0,2
,Temporal Dreg (SpaceBattles/Drones/StasisDrone),0.2,4,0
,Temporal Dreg (SpaceBattles/Drones/StasisDrone),0.2,2,2
,Shield-Hellion Dargyn (SpaceBattles/Skiffs/MissileShieldSkiff),0.30000001,0,0
,Shield-Hellion Dargyn (SpaceBattles/Skiffs/MissileShieldSkiff),0.1,0,1
,Shield-Hellion Dargyn (SpaceBattles/Skiffs/MissileShieldSkiff),0.2,0,2
,Hellion Dargyn (SpaceBattles/Skiffs/MissileSkiff),0.60000002,0,0
,Hellion Dargyn (SpaceBattles/Skiffs/MissileSkiff),0.2,0,2
,Shield Dargyn (SpaceBattles/Skiffs/ShieldSkiff),0.5,0,0
,Shield Dargyn (SpaceBattles/Skiffs/ShieldSkiff),0.25,0,1
,Shield Dargyn (SpaceBattles/Skiffs/ShieldSkiff),0.25,0,2
,Ogma (SpaceBattles/Pods/CombatPod),0.2,2,0
,Ogma (SpaceBattles/Pods/CombatPod),0.2,1,1
,Ogma (SpaceBattles/Pods/CombatPod),0.2,2,2
SupCorpusInfestedMix,Член Команди (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Моа З Ударною Хвилею (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,Дрон Щит (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,Рядовий Рукопашник (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Гібридні Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Химера (AiWeek/Quadrupeds/Quadruped),1,0,0
,Бігун (AiWeek/Runners/SuicideRunner),1,0,0
,Стрибун (AiWeek/Runners/LeapingRunner),0.25,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,Отруйний Повзун (AiWeek/Crawlers/NoxiousCrawler),0.025,0,0
,AiWeek/Crawlers/GrenadeCrawler,0.1,0,0
,Mutalist-Osprey (AiWeek/InfestedDrones/PoisonDroneAgent),0.2,0,0
TRDefenseA,Дрон (SpaceBattles/CrpSpaceDroneAttackAgent),1,0,0
,SpaceBattles/FlakShipNavAgent,0.60000002,0,0
,SpaceBattles/LaserShipNavAgent,1,0,0
,SpaceBattles/SwarmShipNavAgent,0.60000002,0,0
,Cannon Battery (SpaceBattles/Turrets/CorpusSpaceTurretAgent),0.60000002,0,0
,SpaceBattles/CrewMan/JetCorpusNavAgent,1,0,0
,SpaceBattles/CrewMan/JetCorpusTwoNavAgent,0.5,0,0
,SpaceBattles/CrewMan/JetCorpusThreeNavAgent,0.5,0,0
,SpaceBattles/Ships/CorpusPodAgent,0.2,2,0
TRExterminateA,Дрон (SpaceBattles/CrpSpaceDroneAttackAgent),1,0,0
,SpaceBattles/FlakShipNavAgent,0.60000002,0,0
,SpaceBattles/LaserShipNavAgent,0.80000001,0,0
,SpaceBattles/CrewMan/JetCorpusNavAgent,1,0,0
TRExterminateB,Дрон (SpaceBattles/CrpSpaceDroneAttackAgent),1,0,0
,SpaceBattles/FlakShipNavAgent,0.60000002,0,0
,SpaceBattles/LaserShipNavAgent,0.80000001,0,0
,SpaceBattles/SwarmShipNavAgent,0.5,0,0
,SpaceBattles/CrewMan/JetCorpusNavAgent,1,0,0
,SpaceBattles/CrewMan/JetCorpusTwoNavAgent,0.40000001,0,0
TRExterminateC,Дрон (SpaceBattles/CrpSpaceDroneAttackAgent),1,0,0
,SpaceBattles/FlakShipNavAgent,0.80000001,0,0
,SpaceBattles/LaserShipNavAgent,0.80000001,0,0
,SpaceBattles/SwarmShipNavAgent,0.75,0,0
,SpaceBattles/CrewMan/JetCorpusNavAgent,1,0,0
,SpaceBattles/CrewMan/JetCorpusTwoNavAgent,0.60000002,0,0
,SpaceBattles/CrewMan/JetCorpusThreeNavAgent,0.40000001,0,0
,SpaceBattles/Ships/CorpusPodAgent,0.2,2,0
TestSectorGrineer,Corrupted Crewman (RifleSpacemanAgent),1,0,0
,Corrupted Lancer (RifleLancer),1,0,0
,Corrupted Moa (OrokinMoaBipedAgent),1,0,1
,Спотворений (OrokinDroneAttackAgent),1,0,2
,OrokinMinigunBombard,1,0,2
CorpusEvent,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.75,0,0
,Дрон Щит (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,Рядовий Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.1,1,0
,Технік Корпусу (Spaceman/AIWeek/DeployableSpacemanAgent),0.15000001,0,0
,Дрон Шахтар (Drones/AIWeek/MineDroneAgent),0.02,0,0
,Гібридні Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.050000001,0,0
,Моа З Ударною Хвилею (BipedRobot/AIWeek/ShockwaveBipedAgent),0.25,0,0
,Моа З Рейлганом (BipedRobot/AIWeek/RailgunBipedAgent),0.050000001,0,0
,Anti Moa (BipedRobot/AIWeek/LaserDiscBipedAgent),0.1,0,0
CorpusExcavationA,Член Команди (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Рядовий Рукопашник (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,6,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.60000002,0,0
,Дрон Щит (Drones/AIWeek/ShieldDroneAgent),1,3,1
,Член Команди (Spaceman/AIWeek/ShotgunSpacemanAgent),0.5,0,1
,Моа З Ударною Хвилею (BipedRobot/AIWeek/ShockwaveBipedAgent),1,3,2
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.050000001,3,3
,Рядовий Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.25,4,3
,Anti Moa (BipedRobot/AIWeek/LaserDiscBipedAgent),1,2,3
,Гібридні Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),1,3,4
,Elite Crewman (Spaceman/EliteSpacemanAgent),1,2,4
,Технік Корпусу (Spaceman/AIWeek/DeployableSpacemanAgent),1,3,5
,Моа З Рейлганом (BipedRobot/AIWeek/RailgunBipedAgent),1,3,5
CorpusGrineerDesertMix,Член Команди (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.69999999,0,0
,Моа З Ударною Хвилею (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,Дрон Щит (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,Рядовий Рукопашник (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Гібридні Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.0099999998,0,0
,AIWeek/RifleLancer,1,0,0
,AIWeek/EliteRifleLancer,1,0,0
,AIWeek/BladeSawman,0.30000001,0,0
,AIWeek/MacheteWoman,0.1,0,0
,AIWeek/ShotgunLancer,0.25,0,0
,AIWeek/MinigunBombard,0.1,0,0
,AIWeek/ShieldLancer,0.1,0,0
,GrineerMarineLeader,0.1,0,0
,Desert/RifleLancer,1,0,0
,Desert/EliteRifleLancer,1,0,0
,Desert/BladeSawman,0.30000001,0,0
,Desert/ShotgunLancer,0.25,0,0
,Desert/MinigunBombard,0.050000001,2,0
,Desert/EvisceratorLancer,0.1,2,0
,Desert/JetpackMarine,0.25,0,0
,Desert/GrineerMarinePistol,0.050000001,0,0
,/Lotus/Types/NeutralCreatures/SandRayCreature,0.25,3,0
,AIWeek/GrineerFemale,0.1,4,0
CorpusGrineerForestMix,Член Команди (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.69999999,0,0
,Моа З Ударною Хвилею (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,Дрон Щит (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,Рядовий Рукопашник (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Гібридні Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.0099999998,0,0
,Forest/RifleLancer,1,0,0
,Forest/EliteRifleLancer,0.2,2,0
,Forest/BladeSawman,0.30000001,0,0
,Forest/ShotgunLancer,0.25,3,0
,Forest/MinigunBombard,0.050000001,2,0
,AIWeek/GrineerFemale,0.1,1,0
,Forest/JetpackMarine,0.25,1,0
,Frontier Regulator (SpecialEvents/ForestDroneAgent),0.050000001,0,0
,Forest/GrineerMarinePistol,0.050000001,0,0
,AIWeek/MacheteWoman,0.2,0,1
,Forest/EvisceratorLancer,0.1,1,1
,AIWeek/RocketBombard,0.1,1,2
,AIWeek/FlameLancer,0.1,1,2
,Forest/MinigunBombard,0.1,2,2
CorpusGrineerMix,Член Команди (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.69999999,0,0
,Моа З Ударною Хвилею (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,Дрон Щит (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,Рядовий Рукопашник (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Гібридні Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.0099999998,0,0
,AIWeek/RifleLancer,1,0,0
,AIWeek/EliteRifleLancer,1,0,0
,AIWeek/BladeSawman,0.30000001,0,0
,AIWeek/MacheteWoman,0.1,0,0
,AIWeek/ShotgunLancer,0.25,0,0
,AIWeek/MinigunBombard,0.1,0,0
,AIWeek/ShieldLancer,0.1,0,0
,GrineerMarineLeader,0.1,0,0
CorpusHeavyEnemies,Elite Crewman (Spaceman/EliteSpacemanAgent),1,2,9
,Член Команди (Spaceman/AIWeek/ShotgunSpacemanAgent),0.5,2,9
,Рядовий Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.5,2,9
,Гібридні Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),1,1,9
,Технік Корпусу (Spaceman/AIWeek/DeployableSpacemanAgent),1,1,9
,Моа З Рейлганом (BipedRobot/AIWeek/RailgunBipedAgent),1,1,9
CorpusInfestedMix,Член Команди (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Моа З Ударною Хвилею (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,Дрон Щит (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,Рядовий Рукопашник (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Гібридні Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Химера (AiWeek/Quadrupeds/Quadruped),1,0,0
,Бігун (AiWeek/Runners/SuicideRunner),1,0,0
,Стрибун (AiWeek/Runners/LeapingRunner),0.25,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,Mutalist-Osprey (AiWeek/InfestedDrones/PoisonDroneAgent),0.2,0,0
CorpusInfestedMixB,Член Команди (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Рядовий Рукопашник (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Дрон Щит (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,Рядовий Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.1,1,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.25,0,0
,Дрон Шахтар (Drones/AIWeek/MineDroneAgent),0.25,0,0
,Гібридні Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.0099999998,0,0
,Химера (AiWeek/Quadrupeds/Quadruped),1,0,0
,Бігун (AiWeek/Runners/SuicideRunner),1,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,Токсичний Древній (AiWeek/Ancients/ToxicAncient),0.1,0,0
,Mutalist-Osprey (AiWeek/InfestedDrones/PoisonDroneAgent),0.2,0,0
CorpusInfestedMixEvent,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.75,0,0
,Дрон Щит (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,Рядовий Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.1,1,0
,Технік Корпусу (Spaceman/AIWeek/DeployableSpacemanAgent),0.15000001,0,0
,Дрон Шахтар (Drones/AIWeek/MineDroneAgent),0.025,0,0
,Гібридні Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.050000001,0,0
,Моа З Ударною Хвилею (BipedRobot/AIWeek/ShockwaveBipedAgent),0.25,0,0
,Моа З Рейлганом (BipedRobot/AIWeek/RailgunBipedAgent),0.050000001,0,0
,Anti Moa (BipedRobot/AIWeek/LaserDiscBipedAgent),0.1,0,0
,Химера (AiWeek/Quadrupeds/Quadruped),1,0,0
,Бігун (AiWeek/Runners/SuicideRunner),1,0,0
,AiWeek/Ancients/MeleeAncient,0.1,0,0
,Токсичний Древній (AiWeek/Ancients/ToxicAncient),0.1,0,0
,Mutalist-Osprey (AiWeek/InfestedDrones/PoisonDroneAgent),0.2,0,0
CorpusSquadA,Член Команди (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Моа З Ударною Хвилею (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,Дрон Щит (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,Рядовий Рукопашник (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Гібридні Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Технік Корпусу (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.050000001,0,0
CorpusSquadB,Член Команди (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Elite Crewman (Spaceman/EliteSpacemanAgent),1,0,0
,Моа З Ударною Хвилею (BipedRobot/AIWeek/ShockwaveBipedAgent),0.1,0,0
,Дрон Щит (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,Рядовий Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.1,0,0
,Моа З Рейлганом (BipedRobot/AIWeek/RailgunBipedAgent),0.1,0,0
,Дрон П'явка (Drones/AIWeek/LeechDroneAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Гібридні Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Технік Корпусу (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
CorpusSquadC,Член Команди (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Рядовий Рукопашник (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Дрон Щит (Drones/AIWeek/ShieldDroneAgent),0.15000001,2,0
,Рядовий Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.1,1,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.25,0,0
,Дрон Шахтар (Drones/AIWeek/MineDroneAgent),0.25,0,0
,Гібридні Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Технік Корпусу (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.1,0,0
CorpusSquadD,Член Команди (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Elite Crewman (Spaceman/EliteSpacemanAgent),1,0,0
,Член Команди (Spaceman/AIWeek/ShotgunSpacemanAgent),0.75,0,0
,Моа З Ударною Хвилею (BipedRobot/AIWeek/ShockwaveBipedAgent),0.2,0,0
,Дрон Щит (Drones/AIWeek/ShieldDroneAgent),0.15000001,1,0
,Рядовий Рукопашник (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Гібридні Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,0
,Технік Корпусу (Spaceman/AIWeek/DeployableSpacemanAgent),0.050000001,0,0
,Anti Moa (BipedRobot/AIWeek/LaserDiscBipedAgent),0.050000001,0,0
,Drones/AIWeek/VacuumDroneAgent,0.02,0,0
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.050000001,0,0
CorpusSquadDefenseA,Член Команди (Spaceman/AIWeek/RifleSpacemanAgent),1,0,0
,Рядовий Рукопашник (Spaceman/AIWeek/MeleeSpacemanAgent),0.25,0,0
,Moa (BipedRobot/AIWeek/LaserCannonBipedAgent),0.5,0,0
,Моа З Ударною Хвилею (BipedRobot/AIWeek/ShockwaveBipedAgent),0.1,0,1
,Дрон Щит (Drones/AIWeek/ShieldDroneAgent),0.15000001,0,1
,Моа З Рейлганом (BipedRobot/AIWeek/RailgunBipedAgent),0.2,0,2
,Дрон Шахтар (Drones/AIWeek/MineDroneAgent),0.15000001,0,2
,Моа З Ударною Хвилею (BipedRobot/AIWeek/ShockwaveBipedAgent),0.25,0,2
,Рядовий Снайпер (Spaceman/AIWeek/SniperSpacemanAgent),0.25,0,2
,Гібридні Moa (BipedRobot/AIWeek/SuperMoaBipedAgent),0.02,0,2
,Технік Корпусу (Spaceman/AIWeek/DeployableSpacemanAgent),0.1,0,1
,Технік Корпусу (Spaceman/AIWeek/DeployableSpacemanAgent),0.02,0,2
,Drones/AIWeek/VacuumDroneAgent,0.0099999998,0,2
,Oxium Osprey (Drones/AIWeek/SuicideDroneAgent),0.050000001,0,1
