Coup De Tonnerre (/Lotus/Upgrades/Mods/Rifle/BowExplosionChanceMod),Lancier Grineer D'élite (AIWeek/EliteRifleLancer),Elite Arid Lancer (Desert/EliteRifleLancer),Elite Frontier Lancer (Forest/EliteRifleLancer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coup Du Chargeur (/Lotus/Upgrades/Mods/Pistol/WeaponAmmoMaxMod),Moa Canon À Rail (BipedRobot/AIWeek/RailgunBiped),Moa Onde De Choc (BipedRobot/AIWeek/ShockwaveBiped),Osprey Protecteur (Drones/AIWeek/ShieldDrone),Lynx Osprey (QuadRobot/MiniBoss/ShieldDroneMiniBoss),Lynx Turret (QuadRobot/MiniBoss/TurretQuadMiniBoss),Hyena Th (Vip/Hyena/HyenaElec),Hyena Ng (Vip/Hyena/HyenaFire),Hyena Pb (Vip/Hyena/HyenaGun),Hyena Ln2 (Vip/Hyena/HyenaIce),Lame De Feu Grineer (AIWeek/BlowtorchSawman),Shock (AIWeek/DeltaProsecutorLeader),Shock (AIWeek/GrineerMeleeStaffLeader),Roller Grineer (AIWeek/RollingDrone),Lobber Crawler (AiWeek/Crawlers/Grenade),Rampant Nocif (AiWeek/Crawlers/NoxiousCrawler),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coup Meurtrier (/Lotus/Upgrades/Mods/Melee/WeaponMeleeHeavyDamageMod),Arid Seeker (Desert/GrineerMarinePistol),Frontier Seeker (Forest/GrineerMarinePistol),Chercheur Grineer (GrineerMarinePistol),Lt Lech Kril (Vip/BossLechKril),Kela De Thaym (Vip/HeavyRocketFemale),Vay Hek Terra Frame (Vip/Hek/HekBiped),Councilor Vay Hek (Vip/Hek/HekDrone),Phorid (Vip/QuadrupedVIP),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coup Perforant (/Lotus/Upgrades/Mods/Rifle/WeaponArmorPiercingDamageMod),Moa Onde De Choc (BipedRobot/AIWeek/ShockwaveBiped),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craque-Cibles (/Lotus/Upgrades/Mods/Pistol/WeaponCritDamageMod),Gantelet Énergetique Grineer (AIWeek/PistonSawman),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creeping Bullseye (/Lotus/Upgrades/Mods/Pistol/DualStat/CorruptedCritChanceFireRatePistol),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crimson Dervish (/Lotus/Weapons/Tenno/Melee/MeleeTrees/CrimsonDervishMeleeTree),Bombardier Grineer (AIWeek/RocketBombard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Critical Deceleration (/Lotus/Upgrades/Mods/Shotgun/DualStat/CorruptedCritChanceFireRateShotgun),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Critical Delay (/Lotus/Upgrades/Mods/Rifle/DualStat/CorruptedCritRateFireRateRifle),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crossing Snakes (/Lotus/Weapons/Tenno/Melee/MeleeTrees/DualSwordCmbTwoMeleeTree),Lancier Grineer D'élite (AIWeek/EliteRifleLancer),Elite Arid Lancer (Desert/EliteRifleLancer),Elite Frontier Lancer (Forest/EliteRifleLancer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crushing Ruin (/Lotus/Weapons/Tenno/Melee/MeleeTrees/HammerCmbTwoMeleeTree),Arid Seeker (Desert/GrineerMarinePistol),Frontier Seeker (Forest/GrineerMarinePistol),Chercheur Grineer (GrineerMarinePistol),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curative Undertow (/Lotus/Powersuits/Pirate/LiquifyAugmentCard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cutting Edge (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeDamageMod),Ranger (SpaceBattles/CrewMan/JetpackMarine),Quanta Ranger (SpaceBattles/CrewMan/JetpackMarineThree),Penta Ranger (SpaceBattles/CrewMan/JetpackMarineTwo),Frigate (SpaceBattles/Ships/LaserShip),Dreg (SpaceBattles/Drones/GrineerSpaceDrone),Ogma (SpaceBattles/Pods/CombatPod),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deadly Sequence (/Lotus/Upgrades/Mods/Syndicate/GrinlokMod),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Decisive Judgement (/Lotus/Weapons/Tenno/Melee/MeleeTrees/KatanaCmbTwoMeleeTree),Mitrailleur Lourd Grineer (AIWeek/HeavyFemaleGrineer),Arid Heavy Gunner (Desert/HeavyFemaleGrineerDesert),Grineer Warden (Gamemodes/WardenGrineerHeavy),Grineer Warden (Gamemodes/WardenGrineerHeavyLeader),Infested Mesa (TennoReplicants/TennoReplicantGunslinger),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dentelure (/Lotus/Upgrades/Mods/Rifle/WeaponDamageAmountMod),Scorpion Grineer (AIWeek/MacheteWoman),Rampant Nauséeux (AiWeek/Crawlers/GraspingCrawler),Electric Crawler (AiWeek/Crawlers/Lightning),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Despoil (/Lotus/Powersuits/Necro/SearchTheDeadAugmentCard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dig (/Lotus/Types/Friendly/Pets/KubrowPetPrecepts/KubrowDigPrecept),Drahk (AIWeek/CombatKubrow),Kubrow (/Lotus/Types/NeutralCreatures/Kubrow/Kubrow),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dispersion Des Foules (/Lotus/Types/Sentinels/SentinelPrecepts/CrowdDispersion),Sapping Osprey (Drones/AIWeek/DiscDrone),Osprey Sangsue (Drones/AIWeek/LeechDrone),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disruptor (/Lotus/Upgrades/Mods/Shotgun/WeaponImpactDamageMod),Grineer Eviscerator (AIWeek/EviseratorLancer),Soldat Grineer (AIWeek/ShotgunLancer),Arid Eviscerator (Desert/EvisceratorLancer),Arid Trooper (Desert/ShotgunLancer),Frontier Eviscerator (Forest/EvisceratorLancer),Frontier Trooper (Forest/ShotgunLancer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Divebomb Vortex (/Lotus/Powersuits/Tengu/DiveBombAugmentCard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dual Rounds (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingRifleFireIterationsMod),Ogma (SpaceBattles/Pods/CombatPod),Shield-Hellion Dargyn (SpaceBattles/Skiffs/MissileShieldSkiff),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dégaine (/Lotus/Upgrades/Mods/Pistol/WeaponReloadSpeedMod),Alad V (Vip/AladV/AladBoss),Mutalist Alad V (Vip/InfestedAladV/InfestedAladBoss),Lancier Grineer D'élite (AIWeek/EliteRifleLancer),Elite Arid Lancer (Desert/EliteRifleLancer),Elite Frontier Lancer (Forest/EliteRifleLancer),Capitaine Vor (Vip/CaptainVorBoss),Rampant (AiWeek/Crawlers/Crawler),Rampant Nauséeux (AiWeek/Crawlers/GraspingCrawler),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Détecteur De Butin (/Lotus/Upgrades/Mods/Aura/PlayerLootRadarAuraMod),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Déviation Rapide (/Lotus/Upgrades/Mods/Sentinel/SentinelShieldRechargeRateMod),Arid Seeker (Desert/GrineerMarinePistol),Frontier Seeker (Forest/GrineerMarinePistol),Chercheur Grineer (GrineerMarinePistol),Boiler (AiWeek/Ancients/SpawningAncient),Arcane Boiler (AiWeek/Ancients/SpawningAncientMiniboss),Ancien Toxique (AiWeek/Ancients/ToxicAncient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Déviation Rapide (/Lotus/Upgrades/Mods/Warframe/AvatarShieldRechargeRateMod),Ambulas (BipedRobot/Vip/BossBiped),Osprey Protecteur (Drones/AIWeek/ShieldDrone),Lynx Osprey (QuadRobot/MiniBoss/ShieldDroneMiniBoss),Lynx Turret (QuadRobot/MiniBoss/TurretQuadMiniBoss),Roller Grineer (AIWeek/RollingDrone),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Efficient Transferral (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitAbilityDurationMod),Drone (SpaceBattles/CrpSpaceDroneAttack),Dargyn (SpaceBattles/Skiffs/GrineerSpaceMarine),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electrified Barrel (/Lotus/Upgrades/Mods/Archwing/Rifle/ArchwingWeaponElectricityDamageMod),Lancer Dreg (SpaceBattles/Drones/LaserDrone),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleventh Storm (/Lotus/Weapons/Tenno/Melee/MeleeTrees/SwordShieldCmbOneMeleeTree),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enduring Strike (/Lotus/Upgrades/Mods/Melee/Channel/ChannelStatusMod),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy Amplifier (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitAbilityRangeMod),Lancer Dreg (SpaceBattles/Drones/LaserDrone),Shield-Hellion Dargyn (SpaceBattles/Skiffs/MissileShieldSkiff),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy Inversion (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitShieldMaxMod),Shield Dargyn (SpaceBattles/Skiffs/ShieldSkiff),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enhanced Durability (/Lotus/Upgrades/Mods/Archwing/Suit/ArchwingSuitHealthMaxMod),Gox (SpaceBattles/Ships/CrpPod),Corvette (SpaceBattles/Ships/FlakShip),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entrave Infestée (/Lotus/Upgrades/Mods/Aura/InfestationSpeedReductionAuraMod),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entropy Burst (/Lotus/Upgrades/Mods/Syndicate/SupraMod),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entropy Flight (/Lotus/Upgrades/Mods/Syndicate/KestrelMod),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Entropy Spike (/Lotus/Upgrades/Mods/Syndicate/BoltoMod),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equilibrium (/Lotus/Upgrades/Mods/Warframe/AvatarPickupBonusMod),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eroding Blight (/Lotus/Upgrades/Mods/Syndicate/EmbolistMod),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expulse-Corpus (/Lotus/Upgrades/Mods/Pistol/WeaponPistolFactionDamageCorpus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expulse-Grineer (/Lotus/Upgrades/Mods/Pistol/WeaponPistolFactionDamageGrineer),Bombardier Grineer (AIWeek/RocketBombard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Expulse-Infestés (/Lotus/Upgrades/Mods/Pistol/WeaponPistolFactionDamageInfested),Ancien Disruptif (AiWeek/Ancients/Ancient),Brood Mother (AiWeek/Ancients/DiseasedAncient),Tar-Mutalist Moa (AiWeek/InfestedMoas/SlowBombBiped),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extend (/Lotus/Upgrades/Mods/Archwing/Melee/ArchwingMeleeRangeIncMod),Drone (SpaceBattles/CrpSpaceDroneAttack),Lancer Dreg (SpaceBattles/Drones/LaserDrone),Temporal Dreg (SpaceBattles/Drones/StasisDrone),Hellion Dargyn (SpaceBattles/Skiffs/MissileSkiff),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fantôme (/Lotus/Types/Sentinels/SentinelPrecepts/Ghost),Coureur (AiWeek/Runners/SuicideRunner),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fast Deflection (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowShieldRechargeRateMod),Drahk (AIWeek/CombatKubrow),Kubrow (/Lotus/Types/NeutralCreatures/Kubrow/Kubrow),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Acceleration (/Lotus/Upgrades/Mods/Shotgun/WeaponProjectileSpeedMod),Sauteur (AiWeek/Runners/LeapingRunner),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatal Attraction (/Lotus/Types/Sentinels/SentinelPrecepts/Bait),Corrupted Moa (OrokinMoaBiped),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferocity (/Lotus/Upgrades/Mods/Sentinel/Kubrow/KubrowFinisherMod),Drahk (AIWeek/CombatKubrow),Kubrow (/Lotus/Types/NeutralCreatures/Kubrow/Kubrow),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feu Des Enfers (/Lotus/Upgrades/Mods/Rifle/WeaponFireDamageMod),Ambulas (BipedRobot/Vip/BossBiped),Osprey Protecteur (Drones/AIWeek/ShieldDrone),Lynx Osprey (QuadRobot/MiniBoss/ShieldDroneMiniBoss),Lynx Turret (QuadRobot/MiniBoss/TurretQuadMiniBoss),Roller Grineer (AIWeek/RollingDrone),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fever Strike (/Lotus/Upgrades/Mods/Melee/WeaponToxinDamageMod),Arid Butcher (Desert/BladeSawman),Frontier Butcher (Forest/BladeSawman),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre Antichoc (/Lotus/Upgrades/Mods/Warframe/AvatarDamageResistanceKnockdown),Jackal (QuadRobot/QuadRobot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre D'acier (/Lotus/Upgrades/Mods/Sentinel/SentinelArmourMod),Homme D'équipage Prod (Spaceman/AIWeek/MeleeSpaceman),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fibre D'acier (/Lotus/Upgrades/Mods/Warframe/AvatarArmourMod),Tyl Regor (Vip/NinjaLeader),Rampant (AiWeek/Crawlers/Crawler),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finishing Touch (/Lotus/Upgrades/Mods/Melee/WeaponMeleeFinisherDamageMod),Corrupted Butcher (OrokinBladeSawman),Corrupted Lancer (RifleLancer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Fright (/Lotus/Powersuits/Ember/FireBlastAugmentCard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fireball Frenzy (/Lotus/Powersuits/Ember/FireBallAugmentCard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fired Up (/Lotus/Upgrades/Mods/Sentinel/SentinelOverheatDamageMod),Orokin Drone (OrokinShieldDrone),Corrupted Crewman (RifleSpaceman),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firestorm (/Lotus/Upgrades/Mods/Rifle/WeaponIncreaseRadialExplosionMod),Boiler (AiWeek/Ancients/SpawningAncient),Arcane Boiler (AiWeek/Ancients/SpawningAncientMiniboss),Ancien Toxique (AiWeek/Ancients/ToxicAncient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flailing Branch (/Lotus/Weapons/Tenno/Melee/MeleeTrees/StaffCmbTwoMeleeTree),Corrupted Heavy Gunner (OrokinHeavyFemale),Corrupted Nullifier (OrokinNullifySpaceman),Corrupted Bombard (OrokinRocketBombard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flamboiement (/Lotus/Upgrades/Mods/Shotgun/DualStat/BlazeMod),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleeting Expertise (/Lotus/Upgrades/Mods/Warframe/DualStat/CorruptedEfficiencyDurationWarframe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flux (/Lotus/Upgrades/Mods/Warframe/AvatarPowerMaxMod),Drahk Master (AIWeek/BeastMaster),Scieur Grineer (AIWeek/BladeSawman),Guardsman (AIWeek/GrineerMeleeStaff),Arid Butcher (Desert/BladeSawman),Frontier Butcher (Forest/BladeSawman),Infested Mesa (TennoReplicants/TennoReplicantGunslinger),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fléau Des Corpus (/Lotus/Upgrades/Mods/Rifle/WeaponFactionDamageCorpus),Rampant (AiWeek/Crawlers/Crawler),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fléau Des Grineers (/Lotus/Upgrades/Mods/Rifle/WeaponFactionDamageGrineer),Brûleur Grineer (AIWeek/FlameLancer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fléau Des Infestés (/Lotus/Upgrades/Mods/Rifle/WeaponFactionDamageInfested),Gantelet Énergetique Grineer (AIWeek/PistonSawman),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fléchette (/Lotus/Upgrades/Mods/Shotgun/WeaponArmorPiercingDamageMod),Lancier À Bouclier (AIWeek/ShieldLancer),Ancien Disruptif (AiWeek/Ancients/Ancient),Brood Mother (AiWeek/Ancients/DiseasedAncient),Tar-Mutalist Moa (AiWeek/InfestedMoas/SlowBombBiped),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Force Chancelante (/Lotus/Upgrades/Mods/Melee/WeaponStunChanceMod),Oxium Osprey (Drones/AIWeek/SuicideDrone),Drone (Drones/DroneDroneAttack),Homme D'équipage (Spaceman/AIWeek/ShotgunSpaceman),Sensor Regulator (AIWeek/CameraDrone),Grineer Eviscerator (AIWeek/EviseratorLancer),Soldat Grineer (AIWeek/ShotgunLancer),Arid Eviscerator (Desert/EvisceratorLancer),Arid Trooper (Desert/ShotgunLancer),Frontier Eviscerator (Forest/EvisceratorLancer),Frontier Trooper (Forest/ShotgunLancer),Frontier Regulator (SpecialEvents/ForestDrone),Regulator (SpecialEvents/SurveillanceDrone),General Sargas Ruk (Vip/SargasRuk/SargasRukNew),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Force D'arrêt (/Lotus/Upgrades/Mods/Pistol/WeaponStunChanceMod),Brûleur Grineer (AIWeek/FlameLancer),Electric Crawler (AiWeek/Crawlers/Lightning),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Force De Pénétration (/Lotus/Upgrades/Mods/Shotgun/WeaponPunctureDepthMod),Gantelet Énergetique Grineer (AIWeek/PistonSawman),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortitude (/Lotus/Upgrades/Mods/Warframe/DualStat/FortitudeMod),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fracas D'organes (/Lotus/Upgrades/Mods/Melee/WeaponCritDamageMod),Raptor (Drones/Vip/DroneAttack),Lynx (QuadRobot/MiniBoss/QuadRobotMiniBoss),Ballista (AIWeek/FemaleGrineer),Sprag (AIWeek/JetpackMelee),Ven'kra Tel (AIWeek/JetpackSniper),Boiler (AiWeek/Ancients/SpawningAncient),Arcane Boiler (AiWeek/Ancients/SpawningAncientMiniboss),Ancien Toxique (AiWeek/Ancients/ToxicAncient),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fracturing Wind (/Lotus/Weapons/Tenno/Melee/MeleeTrees/FistCmbOneMeleeTree),Chargeur (AiWeek/Quadrupeds/Quadruped),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frail Momentum (/Lotus/Upgrades/Mods/Shotgun/DualStat/CorruptedFireRateDamageShotgun),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frappe Déchirante (/Lotus/Upgrades/Mods/Melee/DualStat/RendingStrikeMod),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frappe Fracassante (/Lotus/Upgrades/Mods/Melee/WeaponArmorPiercingDamageMod),Coureur (AiWeek/Runners/SuicideRunner),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frappe Tendue (/Lotus/Upgrades/Mods/Rifle/WeaponCritChanceMod),Corpus Warden (Gamemodes/DeployableSpacemanWarden),Corpus Warden (Gamemodes/DeployableSpacemanWardenLeader),Technicien Corpus (Spaceman/AIWeek/DeployableSpaceman),Drahk Master (AIWeek/BeastMaster),Scieur Grineer (AIWeek/BladeSawman),Guardsman (AIWeek/GrineerMeleeStaff),Grineer Napalm (AIWeek/IncendiaryBombard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freeze Force (/Lotus/Powersuits/Frost/IcicleAugmentCard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
